sample_id,cluster_label,batch,color
Cell_1,4,MCI1_GM,brown
Cell_2,2,MCI1_GM,cyan
Cell_3,2,MCI1_GM,cyan
Cell_4,4,MCI1_GM,brown
Cell_5,6,MCI1_GM,orange
Cell_6,4,MCI1_GM,brown
Cell_7,2,MCI1_GM,cyan
Cell_8,4,MCI1_GM,brown
Cell_9,4,MCI1_GM,brown
Cell_10,1,MCI1_GM,blue
Cell_11,4,MCI1_GM,brown
Cell_12,4,MCI1_GM,brown
Cell_13,4,MCI1_GM,brown
Cell_14,4,MCI1_GM,brown
Cell_15,4,MCI1_GM,brown
Cell_16,4,MCI1_GM,brown
Cell_17,4,MCI1_GM,brown
Cell_18,2,MCI1_GM,cyan
Cell_19,4,MCI1_GM,brown
Cell_20,2,MCI1_GM,cyan
Cell_21,2,MCI1_GM,cyan
Cell_22,4,MCI1_GM,brown
Cell_23,3,MCI1_GM,purple
Cell_24,1,MCI1_GM,blue
Cell_25,4,MCI1_GM,brown
Cell_26,4,MCI1_GM,brown
Cell_27,4,MCI1_GM,brown
Cell_28,4,MCI1_GM,brown
Cell_29,4,MCI1_GM,brown
Cell_30,4,MCI1_GM,brown
Cell_31,4,MCI1_GM,brown
Cell_32,4,MCI1_GM,brown
Cell_33,4,MCI1_GM,brown
Cell_34,4,MCI1_GM,brown
Cell_35,4,MCI1_GM,brown
Cell_36,2,MCI1_GM,cyan
Cell_37,2,MCI1_GM,cyan
Cell_38,1,MCI1_GM,blue
Cell_39,2,MCI1_GM,cyan
Cell_40,2,MCI1_GM,cyan
Cell_41,4,MCI1_GM,brown
Cell_42,2,MCI1_GM,cyan
Cell_43,4,MCI1_GM,brown
Cell_44,4,MCI1_GM,brown
Cell_45,4,MCI1_GM,brown
Cell_46,1,MCI1_GM,blue
Cell_47,4,MCI1_GM,brown
Cell_48,4,MCI1_GM,brown
Cell_49,2,MCI1_GM,cyan
Cell_50,9,MCI1_GM,red
Cell_51,4,MCI1_GM,brown
Cell_52,3,MCI1_GM,purple
Cell_53,4,MCI1_GM,brown
Cell_54,1,MCI1_GM,blue
Cell_55,4,MCI1_GM,brown
Cell_56,4,MCI1_GM,brown
Cell_57,1,MCI1_GM,blue
Cell_58,4,MCI1_GM,brown
Cell_59,4,MCI1_GM,brown
Cell_60,4,MCI1_GM,brown
Cell_61,2,MCI1_GM,cyan
Cell_62,1,MCI1_GM,blue
Cell_63,4,MCI1_GM,brown
Cell_64,1,MCI1_GM,blue
Cell_65,2,MCI1_GM,cyan
Cell_66,2,MCI1_GM,cyan
Cell_67,2,MCI1_GM,cyan
Cell_68,4,MCI1_GM,brown
Cell_69,2,MCI1_GM,cyan
Cell_70,4,MCI1_GM,brown
Cell_71,4,MCI1_GM,brown
Cell_72,2,MCI1_GM,cyan
Cell_73,4,MCI1_GM,brown
Cell_74,2,MCI1_GM,cyan
Cell_75,4,MCI1_GM,brown
Cell_76,1,MCI1_GM,blue
Cell_77,4,MCI1_GM,brown
Cell_78,4,MCI1_GM,brown
Cell_79,2,MCI1_GM,cyan
Cell_80,4,MCI1_GM,brown
Cell_81,4,MCI1_GM,brown
Cell_82,4,MCI1_GM,brown
Cell_83,4,MCI1_GM,brown
Cell_84,2,MCI1_GM,cyan
Cell_85,4,MCI1_GM,brown
Cell_86,4,MCI1_GM,brown
Cell_87,4,MCI1_GM,brown
Cell_88,1,MCI1_GM,blue
Cell_89,4,MCI1_GM,brown
Cell_90,4,MCI1_GM,brown
Cell_91,1,MCI1_GM,blue
Cell_92,1,MCI1_GM,blue
Cell_93,4,MCI1_GM,brown
Cell_94,4,MCI1_GM,brown
Cell_95,2,MCI1_GM,cyan
Cell_96,2,MCI1_GM,cyan
Cell_97,4,MCI1_GM,brown
Cell_98,2,MCI1_GM,cyan
Cell_99,4,MCI1_GM,brown
Cell_100,2,MCI1_GM,cyan
Cell_101,4,MCI1_GM,brown
Cell_102,2,MCI1_GM,cyan
Cell_103,4,MCI1_GM,brown
Cell_104,4,MCI1_GM,brown
Cell_105,4,MCI1_GM,brown
Cell_106,2,MCI1_GM,cyan
Cell_107,2,MCI1_GM,cyan
Cell_108,4,MCI1_GM,brown
Cell_109,4,MCI1_GM,brown
Cell_110,4,MCI1_GM,brown
Cell_111,2,MCI1_GM,cyan
Cell_112,2,MCI1_GM,cyan
Cell_113,4,MCI1_GM,brown
Cell_114,2,MCI1_GM,cyan
Cell_115,4,MCI1_GM,brown
Cell_116,4,MCI1_GM,brown
Cell_117,2,MCI1_GM,cyan
Cell_118,3,MCI1_GM,purple
Cell_119,1,MCI1_GM,blue
Cell_120,4,MCI1_GM,brown
Cell_121,2,MCI1_GM,cyan
Cell_122,4,MCI1_GM,brown
Cell_123,4,MCI1_GM,brown
Cell_124,7,MCI1_GM,darkgreen
Cell_125,4,MCI1_GM,brown
Cell_126,2,MCI1_GM,cyan
Cell_127,4,MCI1_GM,brown
Cell_128,4,MCI1_GM,brown
Cell_129,3,MCI1_GM,purple
Cell_130,4,MCI1_GM,brown
Cell_131,1,MCI1_GM,blue
Cell_132,4,MCI1_GM,brown
Cell_133,4,MCI1_GM,brown
Cell_134,4,MCI1_GM,brown
Cell_135,4,MCI1_GM,brown
Cell_136,4,MCI1_GM,brown
Cell_137,2,MCI1_GM,cyan
Cell_138,4,MCI1_GM,brown
Cell_139,4,MCI1_GM,brown
Cell_140,4,MCI1_GM,brown
Cell_141,1,MCI1_GM,blue
Cell_142,1,MCI1_GM,blue
Cell_143,2,MCI1_GM,cyan
Cell_144,4,MCI1_GM,brown
Cell_145,5,MCI1_GM,yellow
Cell_146,4,MCI1_GM,brown
Cell_147,2,MCI1_GM,cyan
Cell_148,4,MCI1_GM,brown
Cell_149,4,MCI1_GM,brown
Cell_150,2,MCI1_GM,cyan
Cell_151,4,MCI1_GM,brown
Cell_152,4,MCI1_GM,brown
Cell_153,1,MCI1_GM,blue
Cell_154,4,MCI1_GM,brown
Cell_155,4,MCI1_GM,brown
Cell_156,4,MCI1_GM,brown
Cell_157,2,MCI1_GM,cyan
Cell_158,3,MCI1_GM,purple
Cell_159,4,MCI1_GM,brown
Cell_160,4,MCI1_GM,brown
Cell_161,2,MCI1_GM,cyan
Cell_162,4,MCI1_GM,brown
Cell_163,1,MCI1_GM,blue
Cell_164,4,MCI1_GM,brown
Cell_165,1,MCI1_GM,blue
Cell_166,5,MCI1_GM,yellow
Cell_167,1,MCI1_GM,blue
Cell_168,4,MCI1_GM,brown
Cell_169,4,MCI1_GM,brown
Cell_170,3,MCI1_GM,purple
Cell_171,4,MCI1_GM,brown
Cell_172,4,MCI1_GM,brown
Cell_173,4,MCI1_GM,brown
Cell_174,1,MCI1_GM,blue
Cell_175,1,MCI1_GM,blue
Cell_176,4,MCI1_GM,brown
Cell_177,1,MCI1_GM,blue
Cell_178,4,MCI1_GM,brown
Cell_179,4,MCI1_GM,brown
Cell_180,1,MCI1_GM,blue
Cell_181,4,MCI1_GM,brown
Cell_182,4,MCI1_GM,brown
Cell_183,2,MCI1_GM,cyan
Cell_184,4,MCI1_GM,brown
Cell_185,3,MCI1_GM,purple
Cell_186,3,MCI1_GM,purple
Cell_187,4,MCI1_GM,brown
Cell_188,4,MCI1_GM,brown
Cell_189,2,MCI1_GM,cyan
Cell_190,2,MCI1_GM,cyan
Cell_191,4,MCI1_GM,brown
Cell_192,4,MCI1_GM,brown
Cell_193,4,MCI1_GM,brown
Cell_194,1,MCI1_GM,blue
Cell_195,4,MCI1_GM,brown
Cell_196,4,MCI1_GM,brown
Cell_197,2,MCI1_GM,cyan
Cell_198,4,MCI1_GM,brown
Cell_199,4,MCI1_GM,brown
Cell_200,9,MCI1_GM,red
Cell_201,4,MCI1_GM,brown
Cell_202,4,MCI1_GM,brown
Cell_203,4,MCI1_GM,brown
Cell_204,2,MCI1_GM,cyan
Cell_205,1,MCI1_GM,blue
Cell_206,4,MCI1_GM,brown
Cell_207,4,MCI1_GM,brown
Cell_208,4,MCI1_GM,brown
Cell_209,1,MCI1_GM,blue
Cell_210,1,MCI1_GM,blue
Cell_211,2,MCI1_GM,cyan
Cell_212,2,MCI1_GM,cyan
Cell_213,4,MCI1_GM,brown
Cell_214,4,MCI1_GM,brown
Cell_215,1,MCI1_GM,blue
Cell_216,2,MCI1_GM,cyan
Cell_217,1,MCI1_GM,blue
Cell_218,6,MCI1_GM,orange
Cell_219,4,MCI1_GM,brown
Cell_220,4,MCI1_GM,brown
Cell_221,4,MCI1_GM,brown
Cell_222,4,MCI1_GM,brown
Cell_223,4,MCI1_GM,brown
Cell_224,4,MCI1_GM,brown
Cell_225,4,MCI1_GM,brown
Cell_226,4,MCI1_GM,brown
Cell_227,4,MCI1_GM,brown
Cell_228,4,MCI1_GM,brown
Cell_229,4,MCI1_GM,brown
Cell_230,4,MCI1_GM,brown
Cell_231,9,MCI1_GM,red
Cell_232,4,MCI1_GM,brown
Cell_233,4,MCI1_GM,brown
Cell_234,4,MCI1_GM,brown
Cell_235,2,MCI1_GM,cyan
Cell_236,4,MCI1_GM,brown
Cell_237,1,MCI1_GM,blue
Cell_238,4,MCI1_GM,brown
Cell_239,4,MCI1_GM,brown
Cell_240,4,MCI1_GM,brown
Cell_241,4,MCI1_GM,brown
Cell_242,4,MCI1_GM,brown
Cell_243,1,MCI1_GM,blue
Cell_244,2,MCI1_GM,cyan
Cell_245,4,MCI1_GM,brown
Cell_246,4,MCI1_GM,brown
Cell_247,4,MCI1_GM,brown
Cell_248,2,MCI1_GM,cyan
Cell_249,1,MCI1_GM,blue
Cell_250,2,MCI1_GM,cyan
Cell_251,4,MCI1_GM,brown
Cell_252,4,MCI1_GM,brown
Cell_253,4,MCI1_GM,brown
Cell_254,4,MCI1_GM,brown
Cell_255,4,MCI1_GM,brown
Cell_256,4,MCI1_GM,brown
Cell_257,4,MCI1_GM,brown
Cell_258,4,MCI1_GM,brown
Cell_259,4,MCI1_GM,brown
Cell_260,4,MCI1_GM,brown
Cell_261,2,MCI1_GM,cyan
Cell_262,1,MCI1_GM,blue
Cell_263,1,MCI1_GM,blue
Cell_264,2,MCI1_GM,cyan
Cell_265,2,MCI1_GM,cyan
Cell_266,2,MCI1_GM,cyan
Cell_267,4,MCI1_GM,brown
Cell_268,7,MCI1_GM,darkgreen
Cell_269,4,MCI1_GM,brown
Cell_270,4,MCI1_GM,brown
Cell_271,2,MCI1_GM,cyan
Cell_272,4,MCI1_GM,brown
Cell_273,4,MCI1_GM,brown
Cell_274,4,MCI1_GM,brown
Cell_275,4,MCI1_GM,brown
Cell_276,4,MCI1_GM,brown
Cell_277,4,MCI1_GM,brown
Cell_278,4,MCI1_GM,brown
Cell_279,2,MCI1_GM,cyan
Cell_280,4,MCI1_GM,brown
Cell_281,4,MCI1_GM,brown
Cell_282,2,MCI1_GM,cyan
Cell_283,2,MCI1_GM,cyan
Cell_284,4,MCI1_GM,brown
Cell_285,4,MCI1_GM,brown
Cell_286,4,MCI1_GM,brown
Cell_287,4,MCI1_GM,brown
Cell_288,2,MCI1_GM,cyan
Cell_289,4,MCI1_GM,brown
Cell_290,4,MCI1_GM,brown
Cell_291,3,MCI1_GM,purple
Cell_292,2,MCI1_GM,cyan
Cell_293,1,MCI1_GM,blue
Cell_294,1,MCI1_GM,blue
Cell_295,4,MCI1_GM,brown
Cell_296,4,MCI1_GM,brown
Cell_297,4,MCI1_GM,brown
Cell_298,4,MCI1_GM,brown
Cell_299,4,MCI1_GM,brown
Cell_300,4,MCI1_GM,brown
Cell_301,4,MCI1_GM,brown
Cell_302,4,MCI1_GM,brown
Cell_303,2,MCI1_GM,cyan
Cell_304,4,MCI1_GM,brown
Cell_305,4,MCI1_GM,brown
Cell_306,9,MCI1_GM,red
Cell_307,4,MCI1_GM,brown
Cell_308,4,MCI1_GM,brown
Cell_309,2,MCI1_GM,cyan
Cell_310,4,MCI1_GM,brown
Cell_311,1,MCI1_GM,blue
Cell_312,4,MCI1_GM,brown
Cell_313,2,MCI1_GM,cyan
Cell_314,3,MCI1_GM,purple
Cell_315,2,MCI1_GM,cyan
Cell_316,4,MCI1_GM,brown
Cell_317,2,MCI1_GM,cyan
Cell_318,4,MCI1_GM,brown
Cell_319,1,MCI1_GM,blue
Cell_320,4,MCI1_GM,brown
Cell_321,1,MCI1_GM,blue
Cell_322,1,MCI1_GM,blue
Cell_323,4,MCI1_GM,brown
Cell_324,4,MCI1_GM,brown
Cell_325,4,MCI1_GM,brown
Cell_326,2,MCI1_GM,cyan
Cell_327,4,MCI1_GM,brown
Cell_328,4,MCI1_GM,brown
Cell_329,4,MCI1_GM,brown
Cell_330,2,MCI1_GM,cyan
Cell_331,2,MCI1_GM,cyan
Cell_332,1,MCI1_GM,blue
Cell_333,2,MCI1_GM,cyan
Cell_334,4,MCI1_GM,brown
Cell_335,4,MCI1_GM,brown
Cell_336,4,MCI1_GM,brown
Cell_337,4,MCI1_GM,brown
Cell_338,2,MCI1_GM,cyan
Cell_339,2,MCI1_GM,cyan
Cell_340,2,MCI1_GM,cyan
Cell_341,4,MCI1_GM,brown
Cell_342,4,MCI1_GM,brown
Cell_343,4,MCI1_GM,brown
Cell_344,4,MCI1_GM,brown
Cell_345,2,MCI1_GM,cyan
Cell_346,4,MCI1_GM,brown
Cell_347,4,MCI1_GM,brown
Cell_348,1,MCI1_GM,blue
Cell_349,4,MCI1_GM,brown
Cell_350,4,MCI1_GM,brown
Cell_351,4,MCI1_GM,brown
Cell_352,3,MCI1_GM,purple
Cell_353,4,MCI1_GM,brown
Cell_354,1,MCI1_GM,blue
Cell_355,4,MCI1_GM,brown
Cell_356,4,MCI1_GM,brown
Cell_357,2,MCI1_GM,cyan
Cell_358,4,MCI1_GM,brown
Cell_359,4,MCI1_GM,brown
Cell_360,4,MCI1_GM,brown
Cell_361,4,MCI1_GM,brown
Cell_362,4,MCI1_GM,brown
Cell_363,4,MCI1_GM,brown
Cell_364,2,MCI1_GM,cyan
Cell_365,4,MCI1_GM,brown
Cell_366,1,MCI1_GM,blue
Cell_367,4,MCI1_GM,brown
Cell_368,4,MCI1_GM,brown
Cell_369,4,MCI1_GM,brown
Cell_370,4,MCI1_GM,brown
Cell_371,4,MCI1_GM,brown
Cell_372,2,MCI1_GM,cyan
Cell_373,4,MCI1_GM,brown
Cell_374,4,MCI1_GM,brown
Cell_375,4,MCI1_GM,brown
Cell_376,2,MCI1_GM,cyan
Cell_377,6,MCI1_GM,orange
Cell_378,4,MCI1_GM,brown
Cell_379,4,MCI1_GM,brown
Cell_380,4,MCI1_GM,brown
Cell_381,6,MCI1_GM,orange
Cell_382,4,MCI1_GM,brown
Cell_383,4,MCI1_GM,brown
Cell_384,4,MCI1_GM,brown
Cell_385,4,MCI1_GM,brown
Cell_386,4,MCI1_GM,brown
Cell_387,2,MCI1_GM,cyan
Cell_388,4,MCI1_GM,brown
Cell_389,3,MCI1_GM,purple
Cell_390,4,MCI1_GM,brown
Cell_391,9,MCI1_GM,red
Cell_392,4,MCI1_GM,brown
Cell_393,3,MCI1_GM,purple
Cell_394,2,MCI1_GM,cyan
Cell_395,4,MCI1_GM,brown
Cell_396,4,MCI1_GM,brown
Cell_397,4,MCI1_GM,brown
Cell_398,4,MCI1_GM,brown
Cell_399,4,MCI1_GM,brown
Cell_400,4,MCI1_GM,brown
Cell_401,2,MCI1_GM,cyan
Cell_402,4,MCI1_GM,brown
Cell_403,4,MCI1_GM,brown
Cell_404,2,MCI1_GM,cyan
Cell_405,4,MCI1_GM,brown
Cell_406,4,MCI1_GM,brown
Cell_407,3,MCI1_GM,purple
Cell_408,1,MCI1_GM,blue
Cell_409,4,MCI1_GM,brown
Cell_410,4,MCI1_GM,brown
Cell_411,3,MCI1_GM,purple
Cell_412,2,MCI1_GM,cyan
Cell_413,4,MCI1_GM,brown
Cell_414,4,MCI1_GM,brown
Cell_415,3,MCI1_GM,purple
Cell_416,4,MCI1_GM,brown
Cell_417,4,MCI1_GM,brown
Cell_418,4,MCI1_GM,brown
Cell_419,4,MCI1_GM,brown
Cell_420,4,MCI1_GM,brown
Cell_421,1,MCI1_GM,blue
Cell_422,1,MCI1_GM,blue
Cell_423,4,MCI1_GM,brown
Cell_424,4,MCI1_GM,brown
Cell_425,4,MCI1_GM,brown
Cell_426,4,MCI1_GM,brown
Cell_427,3,MCI1_GM,purple
Cell_428,2,MCI1_GM,cyan
Cell_429,4,MCI1_GM,brown
Cell_430,4,MCI1_GM,brown
Cell_431,4,MCI1_GM,brown
Cell_432,4,MCI1_GM,brown
Cell_433,4,MCI1_GM,brown
Cell_434,4,MCI1_GM,brown
Cell_435,4,MCI1_GM,brown
Cell_436,4,MCI1_GM,brown
Cell_437,2,MCI1_GM,cyan
Cell_438,4,MCI1_GM,brown
Cell_439,4,MCI1_GM,brown
Cell_440,4,MCI1_GM,brown
Cell_441,4,MCI1_GM,brown
Cell_442,9,MCI1_GM,red
Cell_443,4,MCI1_GM,brown
Cell_444,4,MCI1_GM,brown
Cell_445,4,MCI1_GM,brown
Cell_446,4,MCI1_GM,brown
Cell_447,4,MCI1_GM,brown
Cell_448,4,MCI1_GM,brown
Cell_449,4,MCI1_GM,brown
Cell_450,4,MCI1_GM,brown
Cell_451,1,MCI1_GM,blue
Cell_452,4,MCI1_GM,brown
Cell_453,4,MCI1_GM,brown
Cell_454,4,MCI1_GM,brown
Cell_455,4,MCI1_GM,brown
Cell_456,2,MCI1_GM,cyan
Cell_457,4,MCI1_GM,brown
Cell_458,4,MCI1_GM,brown
Cell_459,4,MCI1_GM,brown
Cell_460,2,MCI1_GM,cyan
Cell_461,1,MCI1_GM,blue
Cell_462,4,MCI1_GM,brown
Cell_463,4,MCI1_GM,brown
Cell_464,4,MCI1_GM,brown
Cell_465,1,MCI1_GM,blue
Cell_466,4,MCI1_GM,brown
Cell_467,4,MCI1_GM,brown
Cell_468,4,MCI1_GM,brown
Cell_469,1,MCI1_GM,blue
Cell_470,4,MCI1_GM,brown
Cell_471,2,MCI1_GM,cyan
Cell_472,4,MCI1_GM,brown
Cell_473,4,MCI1_GM,brown
Cell_474,4,MCI1_GM,brown
Cell_475,4,MCI1_GM,brown
Cell_476,2,MCI1_GM,cyan
Cell_477,2,MCI1_GM,cyan
Cell_478,4,MCI1_GM,brown
Cell_479,4,MCI1_GM,brown
Cell_480,2,MCI1_GM,cyan
Cell_481,4,MCI1_GM,brown
Cell_482,4,MCI1_GM,brown
Cell_483,4,MCI1_GM,brown
Cell_484,4,MCI1_GM,brown
Cell_485,2,MCI1_GM,cyan
Cell_486,4,MCI1_GM,brown
Cell_487,2,MCI1_GM,cyan
Cell_488,4,MCI1_GM,brown
Cell_489,4,MCI1_GM,brown
Cell_490,4,MCI1_GM,brown
Cell_491,4,MCI1_GM,brown
Cell_492,2,MCI1_GM,cyan
Cell_493,4,MCI1_GM,brown
Cell_494,4,MCI1_GM,brown
Cell_495,1,MCI1_GM,blue
Cell_496,3,MCI1_GM,purple
Cell_497,4,MCI1_GM,brown
Cell_498,2,MCI1_GM,cyan
Cell_499,4,MCI1_GM,brown
Cell_500,4,MCI1_GM,brown
Cell_501,2,MCI1_GM,cyan
Cell_502,1,MCI1_GM,blue
Cell_503,1,MCI1_GM,blue
Cell_504,4,MCI1_GM,brown
Cell_505,4,MCI1_GM,brown
Cell_506,1,MCI1_GM,blue
Cell_507,4,MCI1_GM,brown
Cell_508,4,MCI1_GM,brown
Cell_509,4,MCI1_GM,brown
Cell_510,4,MCI1_GM,brown
Cell_511,4,MCI1_GM,brown
Cell_512,3,MCI1_GM,purple
Cell_513,4,MCI1_GM,brown
Cell_514,4,MCI1_GM,brown
Cell_515,1,MCI1_GM,blue
Cell_516,4,MCI1_GM,brown
Cell_517,9,MCI1_GM,red
Cell_518,4,MCI1_GM,brown
Cell_519,6,MCI1_GM,orange
Cell_520,4,MCI1_GM,brown
Cell_521,4,MCI1_GM,brown
Cell_522,4,MCI1_GM,brown
Cell_523,4,MCI1_GM,brown
Cell_524,4,MCI1_GM,brown
Cell_525,2,MCI1_GM,cyan
Cell_526,1,MCI1_GM,blue
Cell_527,2,MCI1_GM,cyan
Cell_528,4,MCI1_GM,brown
Cell_529,1,MCI1_GM,blue
Cell_530,2,MCI1_GM,cyan
Cell_531,4,MCI1_GM,brown
Cell_532,4,MCI1_GM,brown
Cell_533,4,MCI1_GM,brown
Cell_534,4,MCI1_GM,brown
Cell_535,4,MCI1_GM,brown
Cell_536,4,MCI1_GM,brown
Cell_537,4,MCI1_GM,brown
Cell_538,4,MCI1_GM,brown
Cell_539,4,MCI1_GM,brown
Cell_540,4,MCI1_GM,brown
Cell_541,2,AD1_GM,cyan
Cell_542,2,AD1_GM,cyan
Cell_543,4,AD1_GM,brown
Cell_544,7,AD1_GM,darkgreen
Cell_545,2,AD1_GM,cyan
Cell_546,1,AD1_GM,blue
Cell_547,4,AD1_GM,brown
Cell_548,1,AD1_GM,blue
Cell_549,2,AD1_GM,cyan
Cell_550,4,AD1_GM,brown
Cell_551,1,AD1_GM,blue
Cell_552,4,AD1_GM,brown
Cell_553,1,AD1_GM,blue
Cell_554,2,AD1_GM,cyan
Cell_555,2,AD1_GM,cyan
Cell_556,1,AD1_GM,blue
Cell_557,2,AD1_GM,cyan
Cell_558,1,AD1_GM,blue
Cell_559,1,AD1_GM,blue
Cell_560,4,AD1_GM,brown
Cell_561,1,AD1_GM,blue
Cell_562,1,AD1_GM,blue
Cell_563,4,AD1_GM,brown
Cell_564,1,AD1_GM,blue
Cell_565,1,AD1_GM,blue
Cell_566,2,AD1_GM,cyan
Cell_567,2,AD1_GM,cyan
Cell_568,1,AD1_GM,blue
Cell_569,1,AD1_GM,blue
Cell_570,2,AD1_GM,cyan
Cell_571,2,AD1_GM,cyan
Cell_572,1,AD1_GM,blue
Cell_573,3,AD1_GM,purple
Cell_574,1,AD1_GM,blue
Cell_575,1,AD1_GM,blue
Cell_576,1,AD1_GM,blue
Cell_577,2,AD1_GM,cyan
Cell_578,1,AD1_GM,blue
Cell_579,2,AD1_GM,cyan
Cell_580,2,AD1_GM,cyan
Cell_581,1,AD1_GM,blue
Cell_582,1,AD1_GM,blue
Cell_583,1,AD1_GM,blue
Cell_584,2,AD1_GM,cyan
Cell_585,2,AD1_GM,cyan
Cell_586,8,AD1_GM,green
Cell_587,1,AD1_GM,blue
Cell_588,2,AD1_GM,cyan
Cell_589,3,AD1_GM,purple
Cell_590,2,AD1_GM,cyan
Cell_591,1,AD1_GM,blue
Cell_592,2,AD1_GM,cyan
Cell_593,2,AD1_GM,cyan
Cell_594,1,AD1_GM,blue
Cell_595,1,AD1_GM,blue
Cell_596,1,AD1_GM,blue
Cell_597,4,AD1_GM,brown
Cell_598,1,AD1_GM,blue
Cell_599,2,AD1_GM,cyan
Cell_600,4,AD1_GM,brown
Cell_601,1,AD1_GM,blue
Cell_602,2,AD1_GM,cyan
Cell_603,2,AD1_GM,cyan
Cell_604,4,AD1_GM,brown
Cell_605,1,AD1_GM,blue
Cell_606,1,AD1_GM,blue
Cell_607,1,AD1_GM,blue
Cell_608,1,AD1_GM,blue
Cell_609,7,AD1_GM,darkgreen
Cell_610,2,AD1_GM,cyan
Cell_611,1,AD1_GM,blue
Cell_612,1,AD1_GM,blue
Cell_613,1,AD1_GM,blue
Cell_614,4,AD1_GM,brown
Cell_615,1,AD1_GM,blue
Cell_616,2,AD1_GM,cyan
Cell_617,2,AD1_GM,cyan
Cell_618,1,AD1_GM,blue
Cell_619,2,AD1_GM,cyan
Cell_620,1,AD1_GM,blue
Cell_621,1,AD1_GM,blue
Cell_622,1,AD1_GM,blue
Cell_623,2,AD1_GM,cyan
Cell_624,1,AD1_GM,blue
Cell_625,2,AD1_GM,cyan
Cell_626,4,AD1_GM,brown
Cell_627,5,AD1_GM,yellow
Cell_628,1,AD1_GM,blue
Cell_629,4,AD1_GM,brown
Cell_630,2,AD1_GM,cyan
Cell_631,2,AD1_GM,cyan
Cell_632,2,AD1_GM,cyan
Cell_633,4,AD1_GM,brown
Cell_634,1,AD1_GM,blue
Cell_635,2,AD1_GM,cyan
Cell_636,2,AD1_GM,cyan
Cell_637,1,AD1_GM,blue
Cell_638,1,AD1_GM,blue
Cell_639,2,AD1_GM,cyan
Cell_640,2,AD1_GM,cyan
Cell_641,4,AD1_GM,brown
Cell_642,1,AD1_GM,blue
Cell_643,1,AD1_GM,blue
Cell_644,1,AD1_GM,blue
Cell_645,1,AD1_GM,blue
Cell_646,1,AD1_GM,blue
Cell_647,1,AD1_GM,blue
Cell_648,2,AD1_GM,cyan
Cell_649,2,AD1_GM,cyan
Cell_650,2,AD1_GM,cyan
Cell_651,4,AD1_GM,brown
Cell_652,2,AD1_GM,cyan
Cell_653,4,AD1_GM,brown
Cell_654,1,AD1_GM,blue
Cell_655,2,AD1_GM,cyan
Cell_656,1,AD1_GM,blue
Cell_657,1,AD1_GM,blue
Cell_658,4,AD1_GM,brown
Cell_659,1,AD1_GM,blue
Cell_660,7,AD1_GM,darkgreen
Cell_661,6,AD1_GM,orange
Cell_662,7,AD1_GM,darkgreen
Cell_663,1,AD1_GM,blue
Cell_664,2,AD1_GM,cyan
Cell_665,1,AD1_GM,blue
Cell_666,4,AD1_GM,brown
Cell_667,2,AD1_GM,cyan
Cell_668,1,AD1_GM,blue
Cell_669,2,AD1_GM,cyan
Cell_670,1,AD1_GM,blue
Cell_671,4,AD1_GM,brown
Cell_672,4,AD1_GM,brown
Cell_673,1,AD1_GM,blue
Cell_674,9,AD1_GM,red
Cell_675,1,AD1_GM,blue
Cell_676,2,AD1_GM,cyan
Cell_677,7,AD1_GM,darkgreen
Cell_678,1,AD1_GM,blue
Cell_679,2,AD1_GM,cyan
Cell_680,1,AD1_GM,blue
Cell_681,2,AD1_GM,cyan
Cell_682,1,AD1_GM,blue
Cell_683,2,AD1_GM,cyan
Cell_684,1,AD1_GM,blue
Cell_685,1,AD1_GM,blue
Cell_686,1,AD1_GM,blue
Cell_687,1,AD1_GM,blue
Cell_688,1,AD1_GM,blue
Cell_689,4,AD1_GM,brown
Cell_690,4,AD1_GM,brown
Cell_691,1,AD1_GM,blue
Cell_692,1,AD1_GM,blue
Cell_693,1,AD1_GM,blue
Cell_694,1,AD1_GM,blue
Cell_695,2,AD1_GM,cyan
Cell_696,1,AD1_GM,blue
Cell_697,4,AD1_GM,brown
Cell_698,1,AD1_GM,blue
Cell_699,4,AD1_GM,brown
Cell_700,2,AD1_GM,cyan
Cell_701,2,AD1_GM,cyan
Cell_702,4,AD1_GM,brown
Cell_703,1,AD1_GM,blue
Cell_704,2,AD1_GM,cyan
Cell_705,4,AD1_GM,brown
Cell_706,1,AD1_GM,blue
Cell_707,4,AD1_GM,brown
Cell_708,1,AD1_GM,blue
Cell_709,2,AD1_GM,cyan
Cell_710,1,AD1_GM,blue
Cell_711,1,AD1_GM,blue
Cell_712,4,AD1_GM,brown
Cell_713,4,AD1_GM,brown
Cell_714,2,AD1_GM,cyan
Cell_715,4,AD1_GM,brown
Cell_716,1,AD1_GM,blue
Cell_717,2,AD1_GM,cyan
Cell_718,4,AD1_GM,brown
Cell_719,1,AD1_GM,blue
Cell_720,1,AD1_GM,blue
Cell_721,2,AD1_GM,cyan
Cell_722,2,AD1_GM,cyan
Cell_723,2,AD1_GM,cyan
Cell_724,2,AD1_GM,cyan
Cell_725,2,AD1_GM,cyan
Cell_726,4,AD1_GM,brown
Cell_727,2,AD1_GM,cyan
Cell_728,2,AD1_GM,cyan
Cell_729,1,AD1_GM,blue
Cell_730,1,AD1_GM,blue
Cell_731,1,AD1_GM,blue
Cell_732,1,AD1_GM,blue
Cell_733,1,AD1_GM,blue
Cell_734,1,AD1_GM,blue
Cell_735,1,AD1_GM,blue
Cell_736,1,AD1_GM,blue
Cell_737,2,AD1_GM,cyan
