sample_id,cluster_label,batch,color
Cell_738,1,AD1_GM,blue
Cell_739,4,AD1_GM,brown
Cell_740,4,AD1_GM,brown
Cell_741,1,AD1_GM,blue
Cell_742,1,AD1_GM,blue
Cell_743,1,AD1_GM,blue
Cell_744,1,AD1_GM,blue
Cell_745,2,AD1_GM,cyan
Cell_746,4,AD1_GM,brown
Cell_747,1,AD1_GM,blue
Cell_748,4,AD1_GM,brown
Cell_749,4,AD1_GM,brown
Cell_750,2,AD1_GM,cyan
Cell_751,1,AD1_GM,blue
Cell_752,1,AD1_GM,blue
Cell_753,1,AD1_GM,blue
Cell_754,2,AD1_GM,cyan
Cell_755,1,AD1_GM,blue
Cell_756,1,AD1_GM,blue
Cell_757,2,AD1_GM,cyan
Cell_758,1,AD1_GM,blue
Cell_759,1,AD1_GM,blue
Cell_760,1,AD1_GM,blue
Cell_761,4,AD1_GM,brown
Cell_762,2,AD1_GM,cyan
Cell_763,4,AD1_GM,brown
Cell_764,4,AD1_GM,brown
Cell_765,5,AD1_GM,yellow
Cell_766,4,AD1_GM,brown
Cell_767,2,AD1_GM,cyan
Cell_768,4,AD1_GM,brown
Cell_769,1,AD1_GM,blue
Cell_770,2,AD1_GM,cyan
Cell_771,2,AD1_GM,cyan
Cell_772,2,AD1_GM,cyan
Cell_773,4,AD1_GM,brown
Cell_774,2,AD1_GM,cyan
Cell_775,4,AD1_GM,brown
Cell_776,2,AD1_GM,cyan
Cell_777,4,AD1_GM,brown
Cell_778,1,AD1_GM,blue
Cell_779,2,AD1_GM,cyan
Cell_780,1,AD1_GM,blue
Cell_781,1,AD1_GM,blue
Cell_782,1,AD1_GM,blue
Cell_783,2,AD1_GM,cyan
Cell_784,1,AD1_GM,blue
Cell_785,1,AD1_GM,blue
Cell_786,2,AD1_GM,cyan
Cell_787,1,AD1_GM,blue
Cell_788,2,AD1_GM,cyan
Cell_789,2,AD1_GM,cyan
Cell_790,2,AD1_GM,cyan
Cell_791,1,AD1_GM,blue
Cell_792,1,AD1_GM,blue
Cell_793,1,AD1_GM,blue
Cell_794,2,AD1_GM,cyan
Cell_795,4,AD1_GM,brown
Cell_796,7,AD1_GM,darkgreen
Cell_797,4,AD1_GM,brown
Cell_798,1,AD1_GM,blue
Cell_799,2,AD1_GM,cyan
Cell_800,1,AD1_GM,blue
Cell_801,2,AD1_GM,cyan
Cell_802,4,AD1_GM,brown
Cell_803,1,AD1_GM,blue
Cell_804,4,AD1_GM,brown
Cell_805,2,AD1_GM,cyan
Cell_806,1,AD1_GM,blue
Cell_807,1,AD1_GM,blue
Cell_808,2,AD1_GM,cyan
Cell_809,1,AD1_GM,blue
Cell_810,1,AD1_GM,blue
Cell_811,1,AD1_GM,blue
Cell_812,4,AD1_GM,brown
Cell_813,1,AD1_GM,blue
Cell_814,4,AD1_GM,brown
Cell_815,1,AD1_GM,blue
Cell_816,1,AD1_GM,blue
Cell_817,4,AD1_GM,brown
Cell_818,1,AD1_GM,blue
Cell_819,1,AD1_GM,blue
Cell_820,2,AD1_GM,cyan
Cell_821,1,AD1_GM,blue
Cell_822,1,AD1_GM,blue
Cell_823,1,AD1_GM,blue
Cell_824,7,AD1_GM,darkgreen
Cell_825,1,AD1_GM,blue
Cell_826,4,AD1_GM,brown
Cell_827,1,AD1_GM,blue
Cell_828,4,AD1_GM,brown
Cell_829,4,AD1_GM,brown
Cell_830,1,AD1_GM,blue
Cell_831,4,AD1_GM,brown
Cell_832,1,AD1_GM,blue
Cell_833,1,AD1_GM,blue
Cell_834,1,AD1_GM,blue
Cell_835,1,AD1_GM,blue
Cell_836,1,AD1_GM,blue
Cell_837,2,AD1_GM,cyan
Cell_838,2,AD1_GM,cyan
Cell_839,1,AD1_GM,blue
Cell_840,1,AD1_GM,blue
Cell_841,1,AD1_GM,blue
Cell_842,1,AD1_GM,blue
Cell_843,2,AD1_GM,cyan
Cell_844,4,AD1_GM,brown
Cell_845,2,AD1_GM,cyan
Cell_846,1,AD1_GM,blue
Cell_847,1,AD1_GM,blue
Cell_848,4,AD1_GM,brown
Cell_849,4,AD1_GM,brown
Cell_850,1,AD1_GM,blue
Cell_851,1,AD1_GM,blue
Cell_852,2,AD1_GM,cyan
Cell_853,1,AD1_GM,blue
Cell_854,4,AD1_GM,brown
Cell_855,1,AD1_GM,blue
Cell_856,4,AD1_GM,brown
Cell_857,1,AD1_GM,blue
Cell_858,2,AD1_GM,cyan
Cell_859,1,AD1_GM,blue
Cell_860,1,AD1_GM,blue
Cell_861,1,AD1_GM,blue
Cell_862,1,AD1_GM,blue
Cell_863,1,AD1_GM,blue
Cell_864,4,AD1_GM,brown
Cell_865,4,AD1_GM,brown
Cell_866,1,AD1_GM,blue
Cell_867,1,AD1_GM,blue
Cell_868,1,AD1_GM,blue
Cell_869,4,AD1_GM,brown
Cell_870,4,AD1_GM,brown
Cell_871,1,AD1_GM,blue
Cell_872,2,AD1_GM,cyan
Cell_873,1,AD1_GM,blue
Cell_874,1,AD1_GM,blue
Cell_875,2,AD1_GM,cyan
Cell_876,1,AD1_GM,blue
Cell_877,2,AD1_GM,cyan
Cell_878,1,AD1_GM,blue
Cell_879,4,AD1_GM,brown
Cell_880,1,AD1_GM,blue
Cell_881,2,AD1_GM,cyan
Cell_882,2,AD1_GM,cyan
Cell_883,1,AD1_GM,blue
Cell_884,1,AD1_GM,blue
Cell_885,2,AD1_GM,cyan
Cell_886,1,AD1_GM,blue
Cell_887,1,AD1_GM,blue
Cell_888,1,AD1_GM,blue
Cell_889,1,AD1_GM,blue
Cell_890,1,AD1_GM,blue
Cell_891,3,AD1_GM,purple
Cell_892,2,AD1_GM,cyan
Cell_893,1,AD1_GM,blue
Cell_894,1,AD1_GM,blue
Cell_895,1,AD1_GM,blue
Cell_896,2,AD1_GM,cyan
Cell_897,1,AD1_GM,blue
Cell_898,1,AD1_GM,blue
Cell_899,1,AD1_GM,blue
Cell_900,8,AD1_GM,green
Cell_901,1,AD1_GM,blue
Cell_902,4,AD1_GM,brown
Cell_903,1,AD1_GM,blue
Cell_904,2,AD1_GM,cyan
Cell_905,2,AD1_GM,cyan
Cell_906,3,AD1_GM,purple
Cell_907,1,AD1_GM,blue
Cell_908,4,AD1_GM,brown
Cell_909,2,AD1_GM,cyan
Cell_910,2,AD1_GM,cyan
Cell_911,2,AD1_GM,cyan
Cell_912,2,AD1_GM,cyan
Cell_913,1,AD1_GM,blue
Cell_914,1,AD1_GM,blue
Cell_915,1,AD1_GM,blue
Cell_916,1,AD1_GM,blue
Cell_917,4,AD1_GM,brown
Cell_918,4,AD1_GM,brown
Cell_919,2,AD1_GM,cyan
Cell_920,1,AD1_GM,blue
Cell_921,1,AD1_GM,blue
Cell_922,1,AD1_GM,blue
Cell_923,2,AD1_GM,cyan
Cell_924,4,AD1_GM,brown
Cell_925,1,AD1_GM,blue
Cell_926,2,AD1_GM,cyan
Cell_927,1,AD1_GM,blue
Cell_928,1,AD1_GM,blue
Cell_929,1,AD1_GM,blue
Cell_930,1,AD1_GM,blue
Cell_931,3,AD1_GM,purple
Cell_932,2,AD1_GM,cyan
Cell_933,1,AD1_GM,blue
Cell_934,1,AD1_GM,blue
Cell_935,2,AD1_GM,cyan
Cell_936,1,AD1_GM,blue
Cell_937,4,AD1_GM,brown
Cell_938,1,AD1_GM,blue
Cell_939,1,AD1_GM,blue
Cell_940,1,AD1_GM,blue
Cell_941,1,AD1_GM,blue
Cell_942,1,AD1_GM,blue
Cell_943,1,AD1_GM,blue
Cell_944,2,AD1_GM,cyan
Cell_945,2,AD1_GM,cyan
Cell_946,4,AD1_GM,brown
Cell_947,1,AD1_GM,blue
Cell_948,2,AD1_GM,cyan
Cell_949,3,AD1_GM,purple
Cell_950,1,AD1_GM,blue
Cell_951,1,AD1_GM,blue
Cell_952,1,AD1_GM,blue
Cell_953,1,AD1_GM,blue
Cell_954,3,AD1_GM,purple
Cell_955,2,AD1_GM,cyan
Cell_956,1,AD1_GM,blue
Cell_957,5,AD1_GM,yellow
Cell_958,3,AD1_GM,purple
Cell_959,1,AD1_GM,blue
Cell_960,1,AD1_GM,blue
Cell_961,2,AD1_GM,cyan
Cell_962,1,AD1_GM,blue
Cell_963,1,AD1_GM,blue
Cell_964,1,AD1_GM,blue
Cell_965,4,AD1_GM,brown
Cell_966,7,AD1_GM,darkgreen
Cell_967,4,AD1_GM,brown
Cell_968,4,AD1_GM,brown
Cell_969,3,AD1_GM,purple
Cell_970,1,AD1_GM,blue
Cell_971,1,AD1_GM,blue
Cell_972,1,AD1_GM,blue
Cell_973,1,AD1_GM,blue
Cell_974,1,AD1_GM,blue
Cell_975,2,AD1_GM,cyan
Cell_976,4,AD1_GM,brown
Cell_977,2,AD1_GM,cyan
Cell_978,7,AD1_GM,darkgreen
Cell_979,2,AD1_GM,cyan
Cell_980,1,AD1_GM,blue
Cell_981,2,AD1_GM,cyan
Cell_982,4,AD1_GM,brown
Cell_983,1,AD1_GM,blue
Cell_984,1,AD1_GM,blue
Cell_985,4,AD1_GM,brown
Cell_986,2,AD1_GM,cyan
Cell_987,1,AD1_GM,blue
Cell_988,2,AD1_GM,cyan
Cell_989,1,AD1_GM,blue
Cell_990,1,AD1_GM,blue
Cell_991,7,AD1_GM,darkgreen
Cell_992,1,AD1_GM,blue
Cell_993,2,AD1_GM,cyan
Cell_994,1,AD1_GM,blue
Cell_995,1,AD1_GM,blue
Cell_996,4,AD1_GM,brown
Cell_997,4,AD1_GM,brown
Cell_998,2,AD1_GM,cyan
Cell_999,4,AD1_GM,brown
Cell_1000,4,AD1_GM,brown
Cell_1001,4,AD1_GM,brown
Cell_1002,1,AD1_GM,blue
Cell_1003,1,AD1_GM,blue
Cell_1004,4,AD1_GM,brown
Cell_1005,2,AD1_GM,cyan
Cell_1006,1,AD1_GM,blue
Cell_1007,2,AD1_GM,cyan
Cell_1008,2,AD1_GM,cyan
Cell_1009,4,AD1_GM,brown
Cell_1010,1,AD1_GM,blue
Cell_1011,2,AD1_GM,cyan
Cell_1012,1,AD1_GM,blue
Cell_1013,4,AD1_GM,brown
Cell_1014,2,AD1_GM,cyan
Cell_1015,1,AD1_GM,blue
Cell_1016,4,AD1_GM,brown
Cell_1017,4,AD1_GM,brown
Cell_1018,1,AD1_GM,blue
Cell_1019,1,AD1_GM,blue
Cell_1020,1,AD1_GM,blue
Cell_1021,3,AD1_GM,purple
Cell_1022,1,AD1_GM,blue
Cell_1023,2,AD1_GM,cyan
Cell_1024,1,AD1_GM,blue
Cell_1025,1,AD1_GM,blue
Cell_1026,2,AD1_GM,cyan
Cell_1027,2,AD1_GM,cyan
Cell_1028,2,AD1_GM,cyan
Cell_1029,2,AD1_GM,cyan
Cell_1030,1,AD1_GM,blue
Cell_1031,2,AD1_GM,cyan
Cell_1032,1,AD1_GM,blue
Cell_1033,2,AD1_GM,cyan
Cell_1034,4,AD1_GM,brown
Cell_1035,2,AD1_GM,cyan
Cell_1036,1,AD1_GM,blue
Cell_1037,4,AD1_GM,brown
Cell_1038,4,AD1_GM,brown
Cell_1039,1,AD1_GM,blue
Cell_1040,1,AD1_GM,blue
Cell_1041,3,AD2_GM,purple
Cell_1042,2,AD2_GM,cyan
Cell_1043,1,AD2_GM,blue
Cell_1044,1,AD2_GM,blue
Cell_1045,8,AD2_GM,green
Cell_1046,1,AD2_GM,blue
Cell_1047,9,AD2_GM,red
Cell_1048,1,AD2_GM,blue
Cell_1049,3,AD2_GM,purple
Cell_1050,1,AD2_GM,blue
Cell_1051,1,AD2_GM,blue
Cell_1052,1,AD2_GM,blue
Cell_1053,1,AD2_GM,blue
Cell_1054,2,AD2_GM,cyan
Cell_1055,1,AD2_GM,blue
Cell_1056,1,AD2_GM,blue
Cell_1057,1,AD2_GM,blue
Cell_1058,1,AD2_GM,blue
Cell_1059,1,AD2_GM,blue
Cell_1060,1,AD2_GM,blue
Cell_1061,1,AD2_GM,blue
Cell_1062,1,AD2_GM,blue
Cell_1063,1,AD2_GM,blue
Cell_1064,3,AD2_GM,purple
Cell_1065,2,AD2_GM,cyan
Cell_1066,1,AD2_GM,blue
Cell_1067,4,AD2_GM,brown
Cell_1068,7,AD2_GM,darkgreen
Cell_1069,2,AD2_GM,cyan
Cell_1070,2,AD2_GM,cyan
Cell_1071,1,AD2_GM,blue
Cell_1072,1,AD2_GM,blue
Cell_1073,7,AD2_GM,darkgreen
Cell_1074,1,AD2_GM,blue
Cell_1075,1,AD2_GM,blue
Cell_1076,2,AD2_GM,cyan
Cell_1077,2,AD2_GM,cyan
Cell_1078,1,AD2_GM,blue
Cell_1079,7,AD2_GM,darkgreen
Cell_1080,3,AD2_GM,purple
Cell_1081,2,AD2_GM,cyan
Cell_1082,1,AD2_GM,blue
Cell_1083,2,AD2_GM,cyan
Cell_1084,1,AD2_GM,blue
Cell_1085,1,AD2_GM,blue
Cell_1086,4,AD2_GM,brown
Cell_1087,1,AD2_GM,blue
Cell_1088,1,AD2_GM,blue
Cell_1089,1,AD2_GM,blue
Cell_1090,9,AD2_GM,red
Cell_1091,2,AD2_GM,cyan
Cell_1092,4,AD2_GM,brown
Cell_1093,1,AD2_GM,blue
Cell_1094,2,AD2_GM,cyan
Cell_1095,1,AD2_GM,blue
Cell_1096,4,AD2_GM,brown
Cell_1097,2,AD2_GM,cyan
Cell_1098,2,AD2_GM,cyan
Cell_1099,8,AD2_GM,green
Cell_1100,1,AD2_GM,blue
Cell_1101,1,AD2_GM,blue
Cell_1102,1,AD2_GM,blue
Cell_1103,1,AD2_GM,blue
Cell_1104,2,AD2_GM,cyan
Cell_1105,2,AD2_GM,cyan
Cell_1106,4,AD2_GM,brown
Cell_1107,7,AD2_GM,darkgreen
Cell_1108,1,AD2_GM,blue
Cell_1109,1,AD2_GM,blue
Cell_1110,2,AD2_GM,cyan
Cell_1111,1,AD2_GM,blue
Cell_1112,1,AD2_GM,blue
Cell_1113,1,AD2_GM,blue
Cell_1114,1,AD2_GM,blue
Cell_1115,2,AD2_GM,cyan
Cell_1116,2,AD2_GM,cyan
Cell_1117,1,AD2_GM,blue
Cell_1118,3,AD2_GM,purple
Cell_1119,2,AD2_GM,cyan
Cell_1120,7,AD2_GM,darkgreen
Cell_1121,2,AD2_GM,cyan
Cell_1122,1,AD2_GM,blue
Cell_1123,1,AD2_GM,blue
Cell_1124,1,AD2_GM,blue
Cell_1125,2,AD2_GM,cyan
Cell_1126,1,AD2_GM,blue
Cell_1127,1,AD2_GM,blue
Cell_1128,8,AD2_GM,green
Cell_1129,1,AD2_GM,blue
Cell_1130,1,AD2_GM,blue
Cell_1131,1,AD2_GM,blue
Cell_1132,2,AD2_GM,cyan
Cell_1133,1,AD2_GM,blue
Cell_1134,4,AD2_GM,brown
Cell_1135,2,AD2_GM,cyan
Cell_1136,2,AD2_GM,cyan
Cell_1137,1,AD2_GM,blue
Cell_1138,6,AD2_GM,orange
Cell_1139,1,AD2_GM,blue
Cell_1140,1,AD2_GM,blue
Cell_1141,1,AD2_GM,blue
Cell_1142,1,AD2_GM,blue
Cell_1143,1,AD2_GM,blue
Cell_1144,2,AD2_GM,cyan
Cell_1145,1,AD2_GM,blue
Cell_1146,1,AD2_GM,blue
Cell_1147,2,AD2_GM,cyan
Cell_1148,1,AD2_GM,blue
Cell_1149,13,AD2_GM,grey
Cell_1150,2,AD2_GM,cyan
Cell_1151,1,AD2_GM,blue
Cell_1152,1,AD2_GM,blue
Cell_1153,4,AD2_GM,brown
Cell_1154,8,AD2_GM,green
Cell_1155,4,AD2_GM,brown
Cell_1156,7,AD2_GM,darkgreen
Cell_1157,1,AD2_GM,blue
Cell_1158,1,AD2_GM,blue
Cell_1159,1,AD2_GM,blue
Cell_1160,1,AD2_GM,blue
Cell_1161,3,AD2_GM,purple
Cell_1162,1,AD2_GM,blue
Cell_1163,7,AD2_GM,darkgreen
Cell_1164,1,AD2_GM,blue
Cell_1165,1,AD2_GM,blue
Cell_1166,1,AD2_GM,blue
Cell_1167,1,AD2_GM,blue
Cell_1168,1,AD2_GM,blue
Cell_1169,1,AD2_GM,blue
Cell_1170,2,AD2_GM,cyan
Cell_1171,1,AD2_GM,blue
Cell_1172,2,AD2_GM,cyan
Cell_1173,3,AD2_GM,purple
Cell_1174,1,AD2_GM,blue
Cell_1175,8,AD2_GM,green
Cell_1176,8,AD2_GM,green
Cell_1177,1,AD2_GM,blue
Cell_1178,2,AD2_GM,cyan
Cell_1179,2,AD2_GM,cyan
Cell_1180,7,AD2_GM,darkgreen
Cell_1181,2,AD2_GM,cyan
Cell_1182,1,AD2_GM,blue
Cell_1183,2,AD2_GM,cyan
Cell_1184,3,AD2_GM,purple
Cell_1185,2,AD2_GM,cyan
Cell_1186,1,AD2_GM,blue
Cell_1187,1,AD2_GM,blue
Cell_1188,1,AD2_GM,blue
Cell_1189,1,AD2_GM,blue
Cell_1190,3,AD2_GM,purple
Cell_1191,1,AD2_GM,blue
Cell_1192,3,AD2_GM,purple
Cell_1193,8,AD2_GM,green
Cell_1194,1,AD2_GM,blue
Cell_1195,9,AD2_GM,red
Cell_1196,1,AD2_GM,blue
Cell_1197,1,AD2_GM,blue
Cell_1198,2,AD2_GM,cyan
Cell_1199,3,AD2_GM,purple
Cell_1200,7,AD2_GM,darkgreen
Cell_1201,1,AD2_GM,blue
Cell_1202,1,AD2_GM,blue
Cell_1203,1,AD2_GM,blue
Cell_1204,1,AD2_GM,blue
Cell_1205,7,AD2_GM,darkgreen
Cell_1206,1,AD2_GM,blue
Cell_1207,7,MCI2_GM,darkgreen
Cell_1208,1,MCI2_GM,blue
Cell_1209,8,MCI2_GM,green
Cell_1210,2,MCI2_GM,cyan
Cell_1211,1,MCI2_GM,blue
Cell_1212,1,MCI2_GM,blue
Cell_1213,7,MCI2_GM,darkgreen
Cell_1214,1,MCI2_GM,blue
Cell_1215,1,MCI2_GM,blue
Cell_1216,1,MCI2_GM,blue
Cell_1217,7,MCI2_GM,darkgreen
Cell_1218,1,MCI2_GM,blue
Cell_1219,2,MCI2_GM,cyan
Cell_1220,1,MCI2_GM,blue
Cell_1221,2,MCI2_GM,cyan
Cell_1222,2,MCI2_GM,cyan
Cell_1223,1,MCI2_GM,blue
Cell_1224,2,MCI2_GM,cyan
Cell_1225,1,MCI2_GM,blue
Cell_1226,1,MCI2_GM,blue
Cell_1227,2,MCI2_GM,cyan
Cell_1228,1,MCI2_GM,blue
Cell_1229,1,MCI2_GM,blue
Cell_1230,7,MCI2_GM,darkgreen
Cell_1231,1,MCI2_GM,blue
Cell_1232,1,MCI2_GM,blue
Cell_1233,2,MCI2_GM,cyan
Cell_1234,1,MCI2_GM,blue
Cell_1235,1,MCI2_GM,blue
Cell_1236,1,MCI2_GM,blue
Cell_1237,1,MCI2_GM,blue
Cell_1238,1,MCI2_GM,blue
Cell_1239,2,MCI2_GM,cyan
Cell_1240,2,MCI2_GM,cyan
Cell_1241,2,MCI2_GM,cyan
Cell_1242,1,MCI2_GM,blue
Cell_1243,1,MCI2_GM,blue
Cell_1244,2,MCI2_GM,cyan
Cell_1245,1,MCI2_GM,blue
Cell_1246,1,MCI2_GM,blue
Cell_1247,1,MCI2_GM,blue
Cell_1248,1,MCI2_GM,blue
Cell_1249,2,MCI2_GM,cyan
Cell_1250,1,MCI2_GM,blue
Cell_1251,2,MCI2_GM,cyan
Cell_1252,1,MCI2_GM,blue
Cell_1253,2,MCI2_GM,cyan
Cell_1254,1,MCI2_GM,blue
Cell_1255,9,MCI2_GM,red
Cell_1256,1,MCI2_GM,blue
Cell_1257,1,MCI2_GM,blue
Cell_1258,1,MCI2_GM,blue
Cell_1259,1,MCI2_GM,blue
Cell_1260,2,MCI2_GM,cyan
Cell_1261,1,MCI2_GM,blue
Cell_1262,9,MCI2_GM,red
Cell_1263,1,MCI2_GM,blue
Cell_1264,2,MCI2_GM,cyan
Cell_1265,1,MCI2_GM,blue
Cell_1266,1,MCI2_GM,blue
Cell_1267,1,MCI2_GM,blue
Cell_1268,4,MCI2_GM,brown
Cell_1269,1,MCI2_GM,blue
Cell_1270,7,MCI2_GM,darkgreen
Cell_1271,2,MCI2_GM,cyan
Cell_1272,2,MCI2_GM,cyan
Cell_1273,1,MCI2_GM,blue
Cell_1274,1,MCI2_GM,blue
Cell_1275,2,MCI2_GM,cyan
Cell_1276,1,MCI2_GM,blue
Cell_1277,1,MCI2_GM,blue
Cell_1278,1,MCI2_GM,blue
Cell_1279,1,MCI2_GM,blue
Cell_1280,7,MCI2_GM,darkgreen
Cell_1281,8,MCI2_GM,green
Cell_1282,1,MCI2_GM,blue
Cell_1283,2,MCI2_GM,cyan
Cell_1284,1,MCI2_GM,blue
Cell_1285,1,MCI2_GM,blue
Cell_1286,1,MCI2_GM,blue
Cell_1287,1,MCI2_GM,blue
Cell_1288,1,MCI2_GM,blue
Cell_1289,2,MCI2_GM,cyan
Cell_1290,1,MCI2_GM,blue
Cell_1291,1,MCI2_GM,blue
Cell_1292,1,MCI2_GM,blue
Cell_1293,1,MCI2_GM,blue
Cell_1294,2,MCI2_GM,cyan
Cell_1295,14,MCI2_GM,black
Cell_1296,2,MCI2_GM,cyan
Cell_1297,1,MCI2_GM,blue
Cell_1298,1,MCI2_GM,blue
Cell_1299,1,MCI2_GM,blue
Cell_1300,1,MCI2_GM,blue
Cell_1301,1,MCI2_GM,blue
Cell_1302,1,MCI2_GM,blue
Cell_1303,1,MCI2_GM,blue
Cell_1304,1,MCI2_GM,blue
Cell_1305,1,MCI2_GM,blue
Cell_1306,1,MCI2_GM,blue
Cell_1307,2,MCI2_GM,cyan
Cell_1308,1,MCI2_GM,blue
Cell_1309,7,MCI2_GM,darkgreen
Cell_1310,1,MCI2_GM,blue
Cell_1311,2,MCI2_GM,cyan
Cell_1312,1,MCI2_GM,blue
Cell_1313,2,MCI2_GM,cyan
Cell_1314,1,MCI2_GM,blue
Cell_1315,1,MCI2_GM,blue
Cell_1316,2,MCI2_GM,cyan
Cell_1317,1,MCI2_GM,blue
Cell_1318,2,MCI2_GM,cyan
Cell_1319,1,MCI2_GM,blue
Cell_1320,1,MCI2_GM,blue
Cell_1321,2,MCI2_GM,cyan
Cell_1322,2,MCI2_GM,cyan
Cell_1323,1,MCI2_GM,blue
Cell_1324,7,MCI2_GM,darkgreen
Cell_1325,1,MCI2_GM,blue
Cell_1326,7,MCI2_GM,darkgreen
Cell_1327,1,MCI2_GM,blue
Cell_1328,2,MCI2_GM,cyan
Cell_1329,2,MCI2_GM,cyan
Cell_1330,1,MCI2_GM,blue
Cell_1331,1,MCI2_GM,blue
Cell_1332,1,MCI2_GM,blue
Cell_1333,1,MCI2_GM,blue
Cell_1334,2,MCI2_GM,cyan
Cell_1335,1,MCI2_GM,blue
Cell_1336,7,MCI2_GM,darkgreen
Cell_1337,2,MCI2_GM,cyan
Cell_1338,1,MCI2_GM,blue
Cell_1339,1,MCI2_GM,blue
Cell_1340,1,MCI2_GM,blue
Cell_1341,2,MCI2_GM,cyan
Cell_1342,1,MCI2_GM,blue
Cell_1343,1,MCI2_GM,blue
Cell_1344,1,MCI2_GM,blue
Cell_1345,1,MCI2_GM,blue
Cell_1346,2,MCI2_GM,cyan
Cell_1347,1,MCI2_GM,blue
Cell_1348,6,MCI2_GM,orange
Cell_1349,1,MCI2_GM,blue
Cell_1350,1,MCI2_GM,blue
Cell_1351,1,MCI2_GM,blue
Cell_1352,1,MCI2_GM,blue
Cell_1353,2,MCI2_GM,cyan
Cell_1354,1,MCI2_GM,blue
Cell_1355,1,MCI2_GM,blue
Cell_1356,1,MCI2_GM,blue
Cell_1357,1,MCI2_GM,blue
Cell_1358,1,MCI2_GM,blue
Cell_1359,2,MCI2_GM,cyan
Cell_1360,1,MCI2_GM,blue
Cell_1361,2,MCI2_GM,cyan
Cell_1362,1,MCI2_GM,blue
Cell_1363,1,MCI2_GM,blue
Cell_1364,1,MCI2_GM,blue
Cell_1365,1,MCI2_GM,blue
Cell_1366,1,MCI2_GM,blue
Cell_1367,2,MCI2_GM,cyan
Cell_1368,1,MCI2_GM,blue
Cell_1369,3,MCI2_GM,purple
Cell_1370,1,MCI2_GM,blue
Cell_1371,1,MCI2_GM,blue
Cell_1372,3,MCI2_GM,purple
Cell_1373,2,MCI2_GM,cyan
Cell_1374,2,MCI2_GM,cyan
Cell_1375,2,MCI2_GM,cyan
Cell_1376,1,MCI2_GM,blue
Cell_1377,1,MCI2_GM,blue
Cell_1378,1,MCI2_GM,blue
Cell_1379,1,MCI2_GM,blue
Cell_1380,1,MCI2_GM,blue
Cell_1381,2,MCI2_GM,cyan
Cell_1382,7,MCI2_GM,darkgreen
Cell_1383,1,MCI2_GM,blue
Cell_1384,2,MCI2_GM,cyan
Cell_1385,1,MCI2_GM,blue
Cell_1386,7,MCI2_GM,darkgreen
Cell_1387,1,MCI2_GM,blue
Cell_1388,1,MCI2_GM,blue
Cell_1389,2,MCI2_GM,cyan
Cell_1390,1,MCI2_GM,blue
Cell_1391,7,MCI2_GM,darkgreen
Cell_1392,1,MCI2_GM,blue
Cell_1393,1,MCI2_GM,blue
Cell_1394,1,MCI2_GM,blue
Cell_1395,1,MCI2_GM,blue
Cell_1396,1,MCI2_GM,blue
Cell_1397,1,MCI2_GM,blue
Cell_1398,2,MCI2_GM,cyan
Cell_1399,2,MCI2_GM,cyan
Cell_1400,1,MCI2_GM,blue
Cell_1401,1,MCI2_GM,blue
Cell_1402,1,MCI2_GM,blue
Cell_1403,2,MCI2_GM,cyan
Cell_1404,2,MCI2_GM,cyan
Cell_1405,1,MCI2_GM,blue
Cell_1406,1,MCI2_GM,blue
Cell_1407,7,MCI2_GM,darkgreen
Cell_1408,7,MCI2_GM,darkgreen
Cell_1409,2,MCI2_GM,cyan
Cell_1410,1,MCI2_GM,blue
Cell_1411,1,MCI2_GM,blue
Cell_1412,1,MCI2_GM,blue
Cell_1413,1,MCI2_GM,blue
Cell_1414,1,MCI2_GM,blue
Cell_1415,1,MCI2_GM,blue
Cell_1416,1,MCI2_GM,blue
Cell_1417,1,MCI2_GM,blue
Cell_1418,6,MCI2_GM,orange
Cell_1419,1,MCI2_GM,blue
Cell_1420,1,MCI2_GM,blue
Cell_1421,8,MCI2_GM,green
Cell_1422,7,MCI2_GM,darkgreen
Cell_1423,1,MCI2_GM,blue
Cell_1424,1,MCI2_GM,blue
Cell_1425,1,MCI2_GM,blue
Cell_1426,2,MCI2_GM,cyan
Cell_1427,2,MCI2_GM,cyan
Cell_1428,1,MCI2_GM,blue
Cell_1429,1,MCI2_GM,blue
Cell_1430,1,MCI2_GM,blue
Cell_1431,7,MCI2_GM,darkgreen
Cell_1432,9,MCI2_GM,red
Cell_1433,1,MCI2_GM,blue
Cell_1434,1,MCI2_GM,blue
Cell_1435,1,MCI2_GM,blue
Cell_1436,7,MCI2_GM,darkgreen
Cell_1437,1,MCI2_GM,blue
Cell_1438,1,MCI2_GM,blue
Cell_1439,3,MCI2_GM,purple
Cell_1440,1,MCI2_GM,blue
Cell_1441,1,MCI2_GM,blue
Cell_1442,3,MCI2_GM,purple
Cell_1443,9,MCI2_GM,red
Cell_1444,1,MCI2_GM,blue
Cell_1445,8,MCI2_GM,green
Cell_1446,1,MCI2_GM,blue
Cell_1447,2,MCI2_GM,cyan
Cell_1448,2,MCI2_GM,cyan
Cell_1449,1,MCI2_GM,blue
Cell_1450,1,MCI2_GM,blue
Cell_1451,1,MCI2_GM,blue
Cell_1452,1,MCI2_GM,blue
Cell_1453,3,MCI2_GM,purple
Cell_1454,2,MCI2_GM,cyan
Cell_1455,1,MCI2_GM,blue
Cell_1456,9,MCI2_GM,red
Cell_1457,1,MCI2_GM,blue
Cell_1458,1,MCI2_GM,blue
Cell_1459,2,MCI2_GM,cyan
Cell_1460,2,MCI2_GM,cyan
